page,title,description,bedrooms,bathrooms,toilets,garage,location,city,price
141,A Newly Built 2 Bedroom Flat With Modern Facilities,2 bedroom flat / apartment for rent,2,2,3,8,"Off Olohunkemi Road, Alapere, Ketu, Lagos",Ketu,1000000
141,2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,0,"Ojodu, Lagos",Ojodu,500000
141,Very Lovely 3 Bedroom Flat (all Rooms Ensuit),3 bedroom flat / apartment for rent,3,3,4,0,"Isheri, GRA Phase 1, Magodo, Lagos",Magodo,1700000
141,Luxury 2 Bedroom House With 24 Hours Power,2 bedroom flat / apartment for rent,2,2,3,1,"Off Ligali Ayorinde / Dideolu, Victoria Island (VI), Lagos",Victoria Island,3500000
141,2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,2,"Lekki Phase 1, Lekki, Lagos",Lekki,2500000
141,Luxury 2 Bedrooms Ocean View Flat,2 bedroom flat / apartment for rent,2,2,2,2,"Lekki Phase 1, Lekki, Lagos",Lekki,6500000
141,Luxury 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,3,2,"Osborne Phase 1 Estate, Ikoyi, Lagos",Ikoyi,7000000
141,Waterfront 4 Bedroom Apartment + Bq,4 bedroom flat / apartment for rent,4,4,5,2,"Banana Island Road, Ikoyi, Lagos",Ikoyi,12000000
141,A Room Self Contained,Self contain (single rooms) for rent,0,1,1,5,"Diamond Estate, Amuwo Odofin, Lagos",Odofin,400000
141,Fully Serviced Penthouse,4 bedroom flat / apartment for rent,4,6,6,6,"Updc Metro Garden Estate, Lekki Phase 1, Lekki, Lagos",Lekki,7000000
141,Excellent 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,0,"18, Wilton Close, West Gate Estate Around Abraham Adesanya, Ajah, Lagos",Ajah,2000000
141,Newly Built And Luxuriously Finished Three (3) Bedroom Flat With Bq,3 bedroom flat / apartment for rent,3,3,4,3,"Banana Island, Ikoyi, Lagos",Ikoyi,13000000
141,Office Spaces,1 bedroom flat / apartment for rent,1,1,1,1,"Catholic Mission, Lagos Island, Lagos",Island,25000
141,3 Bedroom Flat Pent House Flat,3 bedroom flat / apartment for rent,3,3,4,4,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Lekki,4000000
141,3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,2,"Lekki Phase 1, Lekki, Lagos",Lekki,3000000
141,3 Bedrooms Flat + Bq + Pool,3 bedroom flat / apartment for rent,3,3,4,2,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Lekki,4000000
141,Newly Renovated 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,2,2,2,"Sere Close, Ilupeju, Lagos",Ilupeju,2500000
141,Brand New Luxury 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,2,"Lawrence Road, Old Ikoyi, Ikoyi, Lagos",Ikoyi,15000000
142,"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,2,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
142,Well Priced Family Friendly Apartment,3 bedroom flat / apartment for rent,3,3,4,2,"Central, Old Ikoyi, Ikoyi, Lagos",Ikoyi,10000000
142,Luxury Furnished 4 Bedroom Penthouse,4 bedroom flat / apartment for rent,4,4,5,3,"Off Palace Road, Oniru, Victoria Island (VI), Lagos",Victoria Island,7000000
142,Standard 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,3,3,0,"Epe, Lagos",Epe,350000
142,Luxury 3 Bedroom Flat With Bq,3 bedroom flat / apartment for rent,3,3,4,2,"Oniru, Victoria Island (VI), Lagos",Victoria Island,5000000
142,Tastefully Finished Two Bedrooms Apartment,2 bedroom flat / apartment for rent,2,3,3,2,"West Gate Estate, Ado Road, Ajah, Lagos",Ajah,1800000
142,24 Hours Serviced 4 Bedrooms Apartment With Bq,4 bedroom flat / apartment for rent,4,4,5,3,"Safe Court Apartments, Ikate, Lekki, Lagos",Lekki,4500000
142,"Luxury 2 Bedrooms Flat, All Rooms Ensuite",2 bedroom flat / apartment for rent,2,3,3,0,"P & T Estate, Boys Town, Ipaja, Lagos",Ipaja,1000000
142,Luxury 4 Bedroom Flat With Bq,4 bedroom flat / apartment for rent,4,4,5,3,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Lekki,5000000
142,Executive 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,2,"Jubri Martins Street Off Olufemi Street, Ogunlana, Surulere, Lagos",Surulere,1800000
142,3 Bedroom Serviced Flat,3 bedroom flat / apartment for rent,3,2,3,2,"Lekki Phase 1, Lekki, Lagos",Lekki,3500000
142,3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,3,"Off Admiralty Way, Lekki Phase 2, Lekki, Lagos",Lekki,3500000
142,Fully Serviced 4 Bedrooms Apartment,4 bedroom flat / apartment for rent,4,4,5,2,"Ocean Parade Towers, Banana Island, Ikoyi, Lagos",Ikoyi,22000000
142,Very Clean Studio Apartment,Self contain (single rooms) for rent,0,1,1,1,"Estate, Bode Thomas, Surulere, Lagos",Surulere,650000
142,Executive Furnished Roomself,Self contain (single rooms) for rent,0,1,1,0,"Victoria Island (VI), Lagos",Victoria Island,2000000
142,3 Bedroom Serviced Flat,3 bedroom flat / apartment for rent,3,3,4,2,"Lekki Phase 1, Lekki, Lagos",Lekki,3500000
142,Ocean Parade 4 Bedroom Waterfront Flat,4 bedroom flat / apartment for rent,4,4,5,2,"Banana Island, Ikoyi, Lagos",Ikoyi,12000000
142,Brand New 2 Bedrooms Flat,2 bedroom flat / apartment for rent,2,2,3,6,"Magodo Gra Phase 2, Magodo, Lagos",Magodo,2000000
142,Luxury 3 Bedrooms Apartment With Boy Quarters,3 bedroom flat / apartment for rent,3,3,4,2,"Kofo Abayomi, Victoria Island (VI), Lagos",Victoria Island,14000000
142,2 Bedrooms Serviced Flat 24 Hours Light,2 bedroom flat / apartment for rent,2,3,3,2,"Lekki Phase 1, Lekki, Lagos",Lekki,3500000
142,A Self Contained Room,Self contain (single rooms) for rent,0,1,1,2,"Agungi, Lekki, Lagos",Lekki,700000
143,"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,2,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
143,A Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,2,"Osapa, Lekki, Lagos",Lekki,1500000
143,Luxury Brand New 2 Bedroom Fully Serviced Apartment,2 bedroom flat / apartment for rent,2,2,3,4,"Blue Water Lagos - Sapphire Residences, Lekki Right, Lekki Phase 1, Lekki, Lagos",Lekki,7000000
143,Fully Furnished 3 Bedroom Pent-floor Apartment With Study Room,3 bedroom flat / apartment for rent,3,3,4,3,"Ikoyi, Lagos",Ikoyi,14500000
143,Fully Furnished 3 Bedroom Apartment With Excellent Facilities,3 bedroom flat / apartment for rent,3,3,4,2,"Old Ikoyi ; Off Bourdillon Road, Ikoyi, Lagos",Ikoyi,11000000
143,Fully Furnished And Serviced 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,3,2,"Residential Zone, Banana Island, Ikoyi, Lagos",Ikoyi,18000000
143,Fully Furnished And Serviced 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,2,"Residential Zone, Banana Island, Ikoyi, Lagos",Ikoyi,23000000
143,Grandiose & Well Finished 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,2,"Off Bourdillon Road, Ikoyi, Lagos",Ikoyi,12000000
143,3 Bedrooms Flat,3 bedroom flat / apartment for rent,3,3,4,0,"Lekki Phase 1, Lekki, Lagos",Lekki,4500000
143,Luxury 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,5,4,"Lagos Business School Lbs, Olokonla, Ajah, Lagos",Ajah,1800000
143,A Self Contained Room,Self contain (single rooms) for rent,0,1,1,4,"Shoprite Road, Osapa, Lekki, Lagos",Lekki,900000
143,Luxury 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,2,"Ikoyi, Lagos",Ikoyi,8500000
143,Mini Flat Self-contained,1 bedroom mini flat (room and parlour) for rent,1,1,1,5,"Epe, Lagos",Epe,220000
143,Luxury Office Space Fully Furnished,4 bedroom flat / apartment for rent,4,4,5,0,"Freedom Way, Lekki Phase 1, Lekki, Lagos",Lekki,12000000
143,4 Bedroom Luxury,4 bedroom flat / apartment for rent,4,4,5,4,"Off Kofo Abayomi, Victoria Island (VI), Lagos",Victoria Island,14000000
143,3 Bedrooms Serviced Flat,3 bedroom flat / apartment for rent,3,3,4,2,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Lekki,3800000
143,Luxury 4 Bedroom Flat,4 bedroom flat / apartment for rent,4,4,5,3,"Bayo Kuku Avenue, Old Ikoyi, Ikoyi, Lagos",Ikoyi,16000000
143,Newly Built 6no Of 3 Bedroom With Bq,3 bedroom flat / apartment for rent,3,3,4,2,"Oniru Palace Road, Victoria Island (VI), Lagos",Victoria Island,4500000
143,Luxury Furnished 2 Bedroom,1 bedroom flat / apartment for rent,1,1,1,2,"Off Palace Road, Oniru, Victoria Island (VI), Lagos",Victoria Island,5000000
143,Luxury Furnished 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,3,"Parkview, Ikoyi, Lagos",Ikoyi,7500000
143,Luxury Serviced 3 Bedroom Flat With Bq,3 bedroom flat / apartment for rent,3,3,4,3,"Off Admiralty Road, Lekki, Lagos",Lekki,5000000
144,"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,2,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
144,Standard Room And Parlor Self-contained,1 bedroom mini flat (room and parlour) for rent,1,1,1,2,"Epe, Lagos",Epe,250000
144,Serviced 3 Bedrooms Flat,3 bedroom flat / apartment for rent,3,3,3,0,"Lekki Phase 1, Lekki, Lagos",Lekki,2800000
144,Luxury Furnished 2 Bedrooms Flat,2 bedroom flat / apartment for rent,2,2,3,2,"Off Palace Road Upstairs, Oniru, Victoria Island (VI), Lagos",Victoria Island,5000000
144,Furnished 2 Bedrooms Flat In An Serene Environment,2 bedroom flat / apartment for rent,2,2,2,0,"Victoria Island Extension, Victoria Island (VI), Lagos",Victoria Island,5000000
144,A Room Self Contained,Self contain (single rooms) for rent,0,1,1,1,"Osapa, Lekki, Lagos",Lekki,1100000
144,Luxury 3 Bedroom Apartment With A Room Staff Quarters,3 bedroom flat / apartment for rent,3,3,4,2,"Akin Adesola Street, Victoria Island (VI), Lagos",Victoria Island,10915018
144,Self Contained Apartment (shared Kitchen),Self contain (single rooms) for rent,0,1,1,0,"Chevron, Lekki, Lagos",Lekki,750000
144,An Executive Two Bedroom Flat With Attractive Facilities,2 bedroom flat / apartment for rent,2,3,3,4,"Sunrise Estate Opposite Blenco Shopping Mall, Sangotedo, Ajah, Lagos",Ajah,1500000
144,Luxury Two Bedroom Flat With Attractive Facilities,2 bedroom flat / apartment for rent,2,3,3,4,"Heartland Estate Opposite Blenco Shopping Mall, Sangotedo, Ajah, Lagos",Ajah,1200000
144,Luxury Two Bedroom Apartment,2 bedroom flat / apartment for rent,2,3,3,0,"Just After Lbs, Ajah, Lagos",Ajah,1200000
144,Private & Premium 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,2,2,"Banana Island, Ikoyi, Lagos",Ikoyi,8000000
144,Lovely Finished Serviced 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,2,"Soluyi, Gbagada, Lagos",Gbagada,2000000
144,"3 Bedroom Flat, Serviced",3 bedroom flat / apartment for rent,3,3,4,2,"Lekki Phase 1, Lekki, Lagos",Lekki,3500000
144,"A Four 4 Bedroom Flat With A Room Bq, Pool, Gym, 24 Hours Light",4 bedroom flat / apartment for rent,4,4,5,0,"Off Adeola Odeku, Victoria Island (VI), Lagos",Victoria Island,7000000
144,3 Bedrooms Apartment,3 bedroom flat / apartment for rent,3,3,4,0,"Chevron, Lekki, Lagos",Lekki,2500000
144,Luxurious Finished 1 Bedroom Apartment,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"By Shoprite, Jakande, Lekki, Lagos",Lekki,2500000
144,Luxury 3 Bedroom Flat With Bq,3 bedroom flat / apartment for rent,3,3,4,2,"Lekki Phase 1, Lekki, Lagos",Lekki,4000000
144,4 Nos 3 Bedroom Luxury Flat ( Corporate Client To Take All Needed),3 bedroom flat / apartment for rent,3,3,4,2,"Banana Island, Ikoyi, Lagos",Ikoyi,15000000
144,Grandiose 2 Bedroom Pent-floor Apartment With Excellent Facilities.,2 bedroom flat / apartment for rent,2,2,3,2,"Within Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,18000000
144,3 Bedroom Flat + Bq.,3 bedroom flat / apartment for rent,3,3,4,2,"Ologolo, Lekki, Lagos",Lekki,2600000
145,An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,3,"Ikoyi, Lagos",Ikoyi,15000000
145,2 Bedroom Flat,2 bedroom flat / apartment for rent,2,3,3,0,"Igbopa, By Fomon Filling Station, Off Gberigbe Road, Gberigbe, Ikorodu, Lagos",Ikorodu,200000
145,3 Bedroom Service Apartment,3 bedroom flat / apartment for rent,3,3,4,2,"No 1 Tourism Road Off Alpha Beach Before Chevron Round About, Igbo Efon, Lekki, Lagos",Lekki,1700000
145,"3 Bedroom Flat Penthouse + Pool, 24hr Light",3 bedroom flat / apartment for rent,3,3,4,2,"Lekki Phase 1, Lekki, Lagos",Lekki,6500000
145,Luxury 3 Bedroom Flat With Excellent Facilities,3 bedroom flat / apartment for rent,3,4,4,0,"Good News Estate Sangotedo Around Blenco Shopping Mall Ajah Lekki., Lekki, Lagos",Lekki,1200000
145,Luxury Penthouse Mini Flat With A Room Bq,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Kofo Abayomi Street, Victoria Island (VI), Lagos",Victoria Island,3500000
145,"Upscale, Ample 3 Bedroom Luxury Apartment With Great Facilities",3 bedroom flat / apartment for rent,3,3,4,2,"Off Glover Road, Old Ikoyi, Ikoyi, Lagos",Ikoyi,13000000
145,Ample 3 Bedroom Apartment With Excellent Facilities,3 bedroom flat / apartment for rent,3,2,3,2,"Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos",Ikoyi,7500000
145,Luxury 2 Bedroom Flat With Bq,2 bedroom flat / apartment for rent,2,2,3,0,"Banana Island, Ikoyi, Lagos",Ikoyi,11000000
145,Luxury 4 Bedroom Pent-floor Apartment With Excellent Facilities,4 bedroom flat / apartment for rent,4,4,5,2,"Off Alfred Rewane Road, Old Ikoyi, Ikoyi, Lagos",Ikoyi,12000000
145,A Luxurious 2 Bedroom Flat With Modern Facilities,2 bedroom flat / apartment for rent,2,3,3,8,"Ori-oke, Ogudu, Lagos",Ogudu,1500000
145,Luxury 3 Bedroom Flat With Bq,3 bedroom flat / apartment for rent,3,3,4,0,"Banana Island, Ikoyi, Lagos",Ikoyi,13000000
145,5 (nos) 3 Bedroom Flat With One Room Bq,3 bedroom flat / apartment for rent,3,3,4,0,"Glover Road, Old Ikoyi, Ikoyi, Lagos",Ikoyi,8000000
145,Lovely Bungalow,3 bedroom flat / apartment for rent,3,2,3,0,"Dolphin Estate, Ikoyi, Lagos",Ikoyi,3500000
145,Luxury Flats With 24hrs Power,2 bedroom flat / apartment for rent,2,3,3,5,"Off Road 14, Lekki Phase 1, Lekki, Lagos",Lekki,3000000
145,Luxury 4 Bedroom Pent-floor Apartment With State-of-the-art Facilities,4 bedroom flat / apartment for rent,4,4,5,3,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,19000000
145,Block Of 12 Unit Of 4 Bedroom Luxury Apartments (fully Serviced),4 bedroom flat / apartment for rent,4,4,5,3,"Off Adeola Odeku Way, Victoria Island (VI), Lagos",Victoria Island,10000000
145,"Upscale, Luxury 3 Bedroom Apartment With Excellent Facilities",3 bedroom flat / apartment for rent,3,3,4,2,"Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos",Ikoyi,13000000
145,Upscale 4 Bedroom Pent-floor Maisonette With Excellent Facilities,4 bedroom flat / apartment for rent,4,4,5,3,"Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos",Ikoyi,23000000
145,"Upscale, Luxury 4 Bedrooms Apartment With Excellent Facilities",4 bedroom flat / apartment for rent,4,4,5,3,"Banana Island Estate, Ikoyi, Lagos",Ikoyi,25000000
145,Newly Renovated 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,9,"Off Oregun, Oregun, Ikeja, Lagos",Ikeja,2000000
146,"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,2,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
146,Serviced 3 Bedroom(with Bq),3 bedroom flat / apartment for rent,3,3,3,0,"Prime Water View Estate, Gardens 2, Off Freedom Way, Ikate Elegushi, Lekki, Lagos",Lekki,4000000
146,Serviced Three Bedroom Flat With A Bq,3 bedroom flat / apartment for rent,3,4,3,2,"Victoria Island Extension, Victoria Island (VI), Lagos",Victoria Island,3500000
146,Luxury 1 Bedroom Flat.,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Murphy Agbabiaka, Agungi, Lekki, Lagos",Lekki,1700000
146,Self Contain Studio,Self contain (single rooms) for rent,0,1,1,4,"Idado Estate, Idado, Lekki, Lagos",Lekki,1300000
146,Well Maintained 2 Bedroom All Ensuite Apartment In An Estate,2 bedroom flat / apartment for rent,2,2,3,2,"Sangotedo, Ajah, Lagos",Ajah,1000000
146,Brand New Mini Flat In An Estate,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"In An Estate, Sangotedo, Ajah, Lagos",Ajah,700000
146,Newly Built Room And Parlor Self Contained At Orisumibare Ayobo,1 bedroom mini flat (room and parlour) for rent,1,1,1,4,"Orisunbare Road, Ayobo, Lagos",Ayobo,250000
146,Nice Roomself Contain,Self contain (single rooms) for rent,0,1,1,0,"Off Shipeolu Street Onipanu, Onipanu, Shomolu, Lagos",Shomolu,450000
146,"Three Bedroom With Bq ,location: Primewater Gardens, Ikate.",3 bedroom flat / apartment for rent,3,2,3,0,"Primewater Gardens, Ikate., Ikate, Lekki, Lagos",Lekki,4000000
146,Spacious Miniflat,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Gbagada, Lagos",Gbagada,800000
146,Neat Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Off Shipeolu Street Onipanu, Onipanu, Shomolu, Lagos",Shomolu,600000
146,Spacious 3bedroom Duplex,3 bedroom flat / apartment for rent,3,3,4,2,"Lekki Gardens Phase4, Ajah, Lagos",Ajah,3500000
146,Elegantly Fitted 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,2,"Orchid Road, Ikota, Lekki, Lagos",Lekki,2300000
146,Newly Built Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Arolambo Junction,oke Aro, Iju-Ishaga, Agege, Lagos",Agege,160000
146,2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,3,2,"Sangotedo, Ajah, Lagos",Ajah,1000000
146,Special Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Ilasan New Road, Ilasan, Lekki, Lagos",Lekki,1000000
146,3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,3,"Sangotedo, Ajah, Lagos",Ajah,3000000
146,2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,2,"Sangotedo, Ajah, Lagos",Ajah,2000000
146,Cheap Selfcon With Wardrobe,Self contain (single rooms) for rent,0,1,1,1,"Abijo, Victory Villa Estate, Ajah, Lagos",Ajah,150000
146,2 Bedroom Furnished Apartment,2 bedroom flat / apartment for rent,2,2,2,0,"Freedom Way, Lekki Phase 1, Lekki, Lagos",Lekki,5500000
147,An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,3,"Ikoyi, Lagos",Ikoyi,15000000
147,A Brand New A Room Self-contained At Yakoyo,Self contain (single rooms) for rent,0,1,1,0,"Yakoyo, Ojodu Berger, Ojodu, Lagos",Ojodu,350000
147,Sweet & Spacious Room & Parlor Self Con,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"New Town Estate Ogombo, Ajah, Lagos",Ajah,450000
147,Sweet & Spacious Room & Parlor Self,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Ajah, Lagos",Ajah,500000
147,A Standard Mini Flat In A Secured Street,1 bedroom mini flat (room and parlour) for rent,1,1,1,6,"Ojodu Abiodun, Ojodu Berger, Ojodu, Lagos",Ojodu,600000
147,2 Bedrooms,2 bedroom flat / apartment for rent,2,2,3,2,"Chevron, Lekki, Lagos",Lekki,2500000
147,Luxury 2bed Flat In A Secured Estate,2 bedroom flat / apartment for rent,2,2,3,0,"Blenco Supermarket, Sangotedo, Ajah, Lagos",Ajah,1400000
147,2 Bedrooms,2 bedroom flat / apartment for rent,2,2,3,3,"Chevron, Lekki, Lagos",Lekki,2000000
147,Brand New 2 Bedroom Flat At Asore Alagbole Via Ojodu Berger Lagos,2 bedroom flat / apartment for rent,2,2,3,2,"Asore Alagbole Via Ojodu Berger Lagos, Ojodu Berger, Ojodu, Lagos",Ojodu,400000
147,Miniflat Along Adefemi Abesan Estate,1 bedroom mini flat (room and parlour) for rent,1,1,1,3,"Adefemi Road, Abesan, Ipaja, Lagos",Ipaja,250000
147,Luxurious Mini Flat In A Clean And Serene Environment,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Ologolo, Lekki, Ologolo, Lekki, Lagos",Lekki,1200000
147,Mini Flat Available,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Off Chevron Drive, Lekki Expressway, Lekki, Lagos",Lekki,900000
147,A Brand New Mini Flat In A Gated Estate,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Badore Road, Badore, Ajah, Lagos",Ajah,700000
147,Executive Mini Flat Apartment,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Lekki Phase 1, Lekki, Lagos, Lekki Phase 1, Lekki, Lagos",Lekki,2400000
147,Fully Serviced 2 Bedroom Penthouse Apartment,2 bedroom flat / apartment for rent,2,2,3,0,"Lekki Phase 1, Lekki, Lagos, Lekki Phase 1, Lekki, Lagos",Lekki,3000000
147,Luxury 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,2,"Blenco, Sangotedo, Ajah, Lagos",Ajah,3000000
147,Luxury 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,2,"Blenco, Sangotedo, Ajah, Lagos",Ajah,2000000
147,A Boys Quarter,1 bedroom flat / apartment for rent,1,1,1,1,"Ikota, Lekki, Lagos",Lekki,700000
147,2 Bed Luxury Apartment,2 bedroom flat / apartment for rent,2,2,3,3,"Lekki Phase 1, Lekki, Lagos",Lekki,5000000
147,Fully Serviced & Fully Furnished 2 Bed,2 bedroom flat / apartment for rent,2,2,3,3,"Ikate Right Side, Lekki, Lagos",Lekki,4000000
147,2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,0,"Magodo Ph1 Extension, Magodo, Lagos",Magodo,650000
148,An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,3,"Ikoyi, Lagos",Ikoyi,15000000
148,2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,0,"Magodo Ph1 Extension, Magodo, Lagos",Magodo,650000
148,Luxury Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,3,"Lekki Phase 1, Lekki, Lagos",Lekki,2400000
148,Mini Flat Apartment,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Lekki Phase 1, Lekki, Lagos",Lekki,2300000
148,2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,3,3,"Ologolo, Lekki, Lagos",Lekki,1200000
148,2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,2,"Oniru, Victoria Island (VI), Lagos",Victoria Island,2500000
148,Lovely 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,2,3,0,"Surulere, Lagos",Surulere,1500000
148,2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,0,"Ikota, Lekki, Lagos",Lekki,1800000
148,Brand New 2 Bedroom,2 bedroom flat / apartment for rent,2,2,3,6,"Cider County Estate, Sangotedo, Ajah, Lagos",Ajah,1600000
148,Newl Built 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,0,"Opic Estate Via, Magodo, Lagos",Magodo,1500000
148,Spacious 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,8,"Terra Zone Annex, Sangotedo, Ajah, Lagos",Ajah,1200000
148,Luxury 2 Bedrooms Flat Furnished Serviced Apartment,2 bedroom flat / apartment for rent,2,2,3,2,"Horizon 2 Estate, Ikate, Lekki, Lagos",Lekki,4000000
148,Self Contained Apartment,Self contain (single rooms) for rent,0,1,1,0,"Baale Street, Royal Garden Estate, Ajah, Lagos",Ajah,1200000
148,Newly Built 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,3,0,"Jibowu, Yaba, Lagos",Yaba,1300000
148,Newly Built And Lovely Portable 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,6,"Ebute Metta West, Yaba, Lagos",Yaba,1200000
148,Two Bedroom Flat,2 bedroom flat / apartment for rent,2,5,3,5,"Terra Peace Zone, Sangotedo, Ajah, Lagos",Ajah,1700000
148,Upstairs Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Yeye Olofin Street Off Admiralty Way, Lekki, Lagos",Lekki,2000000
148,A Single Room Self-contain,Self contain (single rooms) for rent,0,1,1,1,"Lafiaji Community Road, Lafiaji, Lekki, Lagos",Lekki,200000
148,Newly Built 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,2,"Onipan, Palmgrove, Shomolu, Lagos",Shomolu,1100000
148,Affordable 3 Bedroom Flat Upstairs,3 bedroom flat / apartment for rent,3,4,4,0,"Oniru, Victoria Island (VI), Lagos",Victoria Island,3500000
148,Two Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,2,"Ilasan, Lekki, Lagos",Lekki,1800000
149,"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,2,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
149,Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Owode Alpha Beach New Road, Igbo Efon, Lekki, Lagos",Lekki,550000
149,2bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,0,"Peninsula Gardens Behind Blenco, Sangotedo, Ajah, Lagos",Ajah,1400000
149,Luxurious And Serviced 3 Bedroom Apartment.,3 bedroom flat / apartment for rent,3,3,4,3,"Lekki Phase 1, Lekki, Lagos",Lekki,4500000
149,Super Clean Room And Parlour Self Contained,1 bedroom mini flat (room and parlour) for rent,1,1,1,4,"Akinyele Bustop, Ipaja, Lagos",Ipaja,450000
149,Standard 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,0,"Opic, Isheri North, Lagos",North,1300000
149,Newly Built 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,1,1,"Isaac John, Jibowu, Yaba, Lagos",Yaba,1200000
149,Standard 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,0,"Opic, Isheri North, Lagos",North,1300000
149,Standard 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,0,"Opic, Isheri North, Lagos",North,1200000
